year,site_id,rain,pot_evap,act_evap,grow_days,deg_days,dry_days_upper,dry_days_base,flood_days
19,0,0.3756942465753425,0.4657286025397716,0.04003435596442906,300,3562.5,52.03255991214174,74.04761904761904,22.214587563460228
20,0,0.37835369863013696,0.4657286025397716,0.037374903909634605,300,3562.5,51.93108329615387,74.04761904761904,22.805576908970096
21,0,0.3798082191780822,0.4657286025397716,0.035920383361689345,300,3562.5,51.82936067399124,74.04761904761904,23.12880369740239
22,0,0.3773498630136987,0.4657286025397716,0.03837873952607285,300,3562.5,51.72739134190296,74.04761904761904,22.582502327539387
23,0,0.37949260273972607,0.4657286025397716,0.03623599980004549,300,3562.5,51.625174593721624,74.04761904761904,23.058666711101026
24,0,0.3795945205479453,0.4657286025397716,0.03613408199182627,300,3562.5,51.522709720853264,74.04761904761904,23.081315112927513
25,0,0.3788008717310088,0.4657286025397716,0.03692773080876277,300,3562.5,51.41999601226742,74.04761904761904,22.904948709163847
26,0,0.3797720547945206,0.4657286025397716,0.03595654774525098,300,3562.5,51.317032754487,74.04761904761904,23.120767167722008
27,0,0.3767287671232876,0.4657286025397716,0.03899983541648394,300,3562.5,51.213819231578256,74.04761904761904,22.444481018559145
28,0,0.37961315068493157,0.4657286025397716,0.03611545185484,300,3562.5,51.11035472514055,74.04761904761904,23.085455143368904
29,0,0.37595374844333745,0.4657286025397716,0.03977485409643411,300,3562.5,51.00663851429622,74.04761904761904,22.272254645236885
30,0,0.3811649315068494,0.4657286025397716,0.03456367103292218,300,3562.5,50.902669875680274,74.04761904761904,23.4302953260173
31,0,0.3795846575342466,0.4657286025397716,0.03614394500552498,300,3562.5,50.7984480834301,74.04761904761904,23.079123332105553
32,0,0.3784219178082192,0.4657286025397716,0.03730668473155235,300,3562.5,50.693972409175124,74.04761904761904,22.820736726321698
33,0,0.378478904109589,0.4657286025397716,0.037249698430182554,300,3562.5,50.58924212202635,74.04761904761904,22.83340034884833
34,0,0.38111237858032376,0.4657286025397716,0.0346162239594478,300,3562.5,50.48425648856597,74.04761904761904,23.418616897900506
35,0,0.3773312328767124,0.4657286025397716,0.03839736966305918,300,3562.5,50.37901477283681,74.04761904761904,22.578362297097982
36,0,0.37712301369863016,0.4657286025397716,0.0386055888411414,300,3562.5,50.27351623633178,74.04761904761904,22.532091368635264
37,0,0.3785567123287672,0.4657286025397716,0.037171890211004366,300,3562.5,50.16776013798324,74.04761904761904,22.850691064221266
38,0,0.3781304109589041,0.4657286025397716,0.03759819158086747,300,3562.5,50.06174573415237,74.04761904761904,22.7559574264739
39,0,0.3769969863013699,0.4657286025397716,0.038731616238401656,300,3562.5,49.95547227861843,74.04761904761904,22.5040852803552
40,0,0.3761315566625156,0.4657286025397716,0.03959704587725599,300,3562.5,49.84893902256796,74.04761904761904,22.311767582832005
41,0,0.3836986301369863,0.4657286025397716,0.03202997240278527,300,3562.5,49.742145214584035,74.04761904761904,23.993339466047715
42,0,0.38123150684931506,0.4657286025397716,0.0344970956904565,300,3562.5,49.63509010063528,74.04761904761904,23.44508984656524
43,0,0.38000986301369866,0.4657286025397716,0.03571873952607291,300,3562.5,49.527772924065026,74.04761904761904,23.173613438650477
44,0,0.38102684931506847,0.4657286025397716,0.03470175322470309,300,3562.5,49.420192925580274,74.04761904761904,23.399610394510447
45,0,0.3796339726027398,0.4657286025397716,0.036094629937031775,300,3562.5,49.31234934324063,74.04761904761904,23.090082236215167
46,0,0.38125265255292656,0.4657286025397716,0.034475949986845,300,3562.5,49.204241412447324,74.04761904761904,23.44978889181222
47,0,0.3822849315068494,0.4657286025397716,0.03344367103292217,300,3562.5,49.095868365931906,74.04761904761904,23.679184214906186
48,0,0.3826214196762142,0.4657286025397716,0.03310718286355735,300,3562.5,48.98722943374513,74.04761904761904,23.75395936365392
49,0,0.38091068493150687,0.4657286025397716,0.03481791760826469,300,3562.5,48.878323843245674,74.04761904761904,23.373796087052312
50,0,0.38120109589041096,0.4657286025397716,0.034527506649360606,300,3562.5,48.769150819088836,74.04761904761904,23.43833185569767
51,0,0.38000333748443343,0.4657286025397716,0.03572526505533813,300,3562.5,48.6597095832151,74.04761904761904,23.17216332103598
52,0,0.38230575342465756,0.4657286025397716,0.033422849115114006,300,3562.5,48.54999935483878,74.04761904761904,23.683811307752464
53,0,0.3794991780821918,0.4657286025397716,0.03622942445757976,300,3562.5,48.44001935043647,74.04761904761904,23.060127898315628
54,0,0.3809873972602741,0.4657286025397716,0.03474120527949748,300,3562.5,48.329768783735524,74.04761904761904,23.390843271222792
55,0,0.37632087173100875,0.4657286025397716,0.03940773080876281,300,3562.5,48.21924686570246,74.04761904761904,22.35383759805272
56,0,0.3809830136986302,0.4657286025397716,0.03474558884114137,300,3562.5,48.1084528045313,74.04761904761904,23.389869146413034
57,0,0.3769575342465753,0.4657286025397716,0.038771068293196265,300,3562.5,47.997385805631765,74.04761904761904,22.495318157067516
58,0,0.3784767621419676,0.4657286025397716,0.03725184039780394,300,3562.5,47.886045071617644,74.04761904761904,22.83292435604359
59,0,0.382614794520548,0.4657286025397716,0.03311380801922359,300,3562.5,47.77442980229484,74.04761904761904,23.752487106839226
60,0,0.378161095890411,0.4657286025397716,0.03756750664936054,300,3562.5,47.66253919464949,74.04761904761904,22.76277630014212
61,0,0.3813476712328767,0.4657286025397716,0.034380931306894846,300,3562.5,47.55037244283604,74.04761904761904,23.470904154023373
62,0,0.37889506849315074,0.4657286025397716,0.03683353404662082,300,3562.5,47.43792873816521,74.04761904761904,22.925881322973154
63,0,0.37829260273972604,0.4657286025397716,0.03743599980004553,300,3562.5,47.325207269091926,74.04761904761904,22.792000044434346
64,0,0.3798386301369863,0.4657286025397716,0.03588997240278524,300,3562.5,47.21220722120314,74.04761904761904,23.13556168826996
65,0,0.3795594520547946,0.4657286025397716,0.036169150484976986,300,3562.5,47.09892777720568,74.04761904761904,23.073522114449574
66,0,0.3767101369863014,0.4657286025397716,0.03901846555347016,300,3562.5,46.98536811691395,74.04761904761904,22.440340988117768
67,0,0.375846301369863,0.4657286025397716,0.03988230116990854,300,3562.5,46.87152741723762,74.04761904761904,22.24837751779812
68,0,0.3812460273972603,0.4657286025397716,0.03448257514251124,300,3562.5,46.75740485216924,74.04761904761904,23.44831663499751
69,0,0.38019260273972605,0.4657286025397716,0.035535999800045515,300,3562.5,46.642999592771794,74.04761904761904,23.21422226665655
70,0,0.382401095890411,0.4657286025397716,0.03332750664936057,300,3562.5,46.52831080716617,74.04761904761904,23.70499852236432
71,0,0.3812709589041096,0.4657286025397716,0.03445764363566195,300,3562.5,46.413337660518614,74.04761904761904,23.45385696985292
72,0,0.38001648816936495,0.4657286025397716,0.03571211437040661,300,3562.5,46.298079315028076,74.04761904761904,23.175085695465214
73,0,0.37536,0.4657286025397716,0.040368602539771536,300,3562.5,46.182534929913466,74.04761904761904,22.140310546717444
74,0,0.37805589041095894,0.4657286025397716,0.037672712128812624,300,3562.5,46.066703661400965,74.04761904761904,22.73939730470832
75,0,0.37834525529265256,0.4657286025397716,0.037383347247119,300,3562.5,45.95058466271112,74.04761904761904,22.803700611751353
76,0,0.3807967123287671,0.4657286025397716,0.03493189021100446,300,3562.5,45.834177084045976,74.04761904761904,23.348468841999022
77,0,0.3799857534246576,0.4657286025397716,0.03574284911511394,300,3562.5,45.7174800725761,74.04761904761904,23.1682557521969
78,0,0.37969429638854296,0.4657286025397716,0.0360343061512286,300,3562.5,45.6004927724276,74.04761904761904,23.103487521949205
79,0,0.37730744707347447,0.4657286025397716,0.0384211554662971,300,3562.5,45.48321432466893,74.04761904761904,22.573076563045106
80,0,0.38129835616438357,0.4657286025397716,0.034430246375387996,300,3562.5,45.365643867297834,74.04761904761904,23.4599452499138
81,0,0.38000333748443343,0.4657286025397716,0.03572526505533813,300,3562.5,45.247780535228046,74.04761904761904,23.17216332103598
82,0,0.3740983561643836,0.4657286025397716,0.04163024637538798,300,3562.5,45.12962346027598,74.04761904761904,21.859945249913793
83,0,0.3742126525529265,0.4657286025397716,0.04151594998684505,300,3562.5,45.01117177114744,74.04761904761904,21.885344447367785
84,0,0.3782257534246576,0.4657286025397716,0.03750284911511398,300,3562.5,44.89242459342411,74.04761904761904,22.777144641085783
85,0,0.37893895392278953,0.4657286025397716,0.03678964861698203,300,3562.5,44.773381049550075,74.04761904761904,22.93563364067066
86,0,0.38081534246575344,0.4657286025397716,0.034913260074018126,300,3562.5,44.65404025881826,74.04761904761904,23.352608872440427
87,0,0.37692493150684936,0.4657286025397716,0.038803671032922205,300,3562.5,44.534401337356776,74.04761904761904,22.488073103795088
88,0,0.377067397260274,0.4657286025397716,0.03866120527949757,300,3562.5,44.41446339811518,74.04761904761904,22.51973216011166
89,0,0.3757183561643836,0.4657286025397716,0.04001024637538797,300,3562.5,44.29422555085076,74.04761904761904,22.219945249913806
90,0,0.37828712328767133,0.4657286025397716,0.03744147925210023,300,3562.5,44.17368690211464,74.04761904761904,22.790782388422187
91,0,0.3809369863013699,0.4657286025397716,0.03479161623840166,300,3562.5,44.05284655523777,74.04761904761904,23.379640835910763
92,0,0.3754926525529266,0.4657286025397716,0.04023594998684499,300,3562.5,43.93170361031712,74.04761904761904,22.16978889181223
93,0,0.37956054794520555,0.4657286025397716,0.03616805459456601,300,3562.5,43.810257164201424,74.04761904761904,23.073765645652003
94,0,0.37944876712328773,0.4657286025397716,0.03627983541648383,300,3562.5,43.688506310477116,74.04761904761904,23.0489254630036
95,0,0.3769150684931507,0.4657286025397716,0.03881353404662086,300,3562.5,43.56645013945415,74.04761904761904,22.485881322973157
96,0,0.3807901369863014,0.4657286025397716,0.03493846555347019,300,3562.5,43.44408773815165,74.04761904761904,23.34700765478442
97,0,0.3797063013698631,0.4657286025397716,0.036022301169908455,300,3562.5,43.321418190283566,74.04761904761904,23.106155295575917
98,0,0.37559780821917815,0.4657286025397716,0.04013079432059341,300,3562.5,43.19844057624421,74.04761904761904,22.193156817645914
99,0,0.37987178082191786,0.4657286025397716,0.035856821717853704,300,3562.5,43.075153973093826,74.04761904761904,23.142928507143637
100,0,0.3774024657534246,0.4657286025397716,0.03832613678634694,300,3562.5,42.951557454543895,74.04761904761904,22.594191825256246
